     2    0.12005E+04    0.37567E-01    0.28980E+01    0.10831E+07    0.33915E+05
     3    0.11207E+04    0.51280E-01    0.33840E+01    0.16671E+07    0.40127E+05
     4    0.10486E+04    0.47487E-01    0.32579E+01    0.21841E+07    0.42901E+05
     5    0.99474E+03    0.34025E-01    0.28313E+01    0.26399E+07    0.43860E+05
     6    0.95723E+03    0.20172E-01    0.23331E+01    0.30416E+07    0.43848E+05
     7    0.93256E+03    0.10851E-01    0.18672E+01    0.33970E+07    0.43344E+05
     8    0.91679E+03    0.63434E-02    0.14751E+01    0.37129E+07    0.42537E+05
     9    0.90788E+03    0.46776E-02    0.11891E+01    0.39948E+07    0.41504E+05
    10    0.90403E+03    0.39640E-02    0.10149E+01    0.42467E+07    0.40336E+05
    11    0.90375E+03    0.34890E-02    0.93683E+00    0.44727E+07    0.39159E+05
    12    0.90714E+03    0.30055E-02    0.92939E+00    0.46760E+07    0.38030E+05
    13    0.91247E+03    0.29431E-02    0.95981E+00    0.48589E+07    0.36975E+05
    14    0.91906E+03    0.30254E-02    0.10155E+01    0.50236E+07    0.35971E+05
    15    0.92717E+03    0.31546E-02    0.10879E+01    0.51720E+07    0.34986E+05
    16    0.93715E+03    0.33724E-02    0.11684E+01    0.53057E+07    0.33994E+05
    17    0.94873E+03    0.38273E-02    0.12461E+01    0.54262E+07    0.32998E+05
    18    0.96090E+03    0.44546E-02    0.13135E+01    0.55345E+07    0.32014E+05
    19    0.97476E+03    0.50793E-02    0.13710E+01    0.56319E+07    0.31053E+05
    20    0.98891E+03    0.56127E-02    0.14195E+01    0.57195E+07    0.30129E+05
    21    0.10035E+04    0.61327E-02    0.14651E+01    0.57983E+07    0.29252E+05
    22    0.10187E+04    0.67800E-02    0.15091E+01    0.58690E+07    0.28421E+05
    23    0.10341E+04    0.77115E-02    0.15542E+01    0.59321E+07    0.27634E+05
    24    0.10500E+04    0.90277E-02    0.16030E+01    0.59880E+07    0.26886E+05
    25    0.10662E+04    0.10737E-01    0.16576E+01    0.60372E+07    0.26174E+05
    26    0.10827E+04    0.12780E-01    0.17203E+01    0.60801E+07    0.25495E+05
    27    0.10997E+04    0.15078E-01    0.17884E+01    0.61173E+07    0.24845E+05
    28    0.11168E+04    0.17588E-01    0.18595E+01    0.61493E+07    0.24222E+05
    29    0.11343E+04    0.20289E-01    0.19303E+01    0.61765E+07    0.23621E+05
    30    0.11522E+04    0.23179E-01    0.19958E+01    0.61993E+07    0.23040E+05
    31    0.11703E+04    0.26249E-01    0.20517E+01    0.62183E+07    0.22475E+05
    32    0.11886E+04    0.29485E-01    0.20946E+01    0.62337E+07    0.21926E+05
    33    0.12073E+04    0.32863E-01    0.21214E+01    0.62456E+07    0.21393E+05
    34    0.12264E+04    0.36372E-01    0.21303E+01    0.62543E+07    0.20876E+05
    35    0.12457E+04    0.40024E-01    0.21216E+01    0.62599E+07    0.20376E+05
    36    0.12652E+04    0.43847E-01    0.20956E+01    0.62626E+07    0.19892E+05
    37    0.12848E+04    0.47891E-01    0.20534E+01    0.62627E+07    0.19425E+05
    38    0.13048E+04    0.52208E-01    0.19983E+01    0.62603E+07    0.18975E+05
    39    0.13252E+04    0.56802E-01    0.19313E+01    0.62555E+07    0.18541E+05
    40    0.13456E+04    0.61672E-01    0.18527E+01    0.62487E+07    0.18125E+05
    41    0.13663E+04    0.66824E-01    0.17625E+01    0.62400E+07    0.17726E+05
    42    0.13871E+04    0.72272E-01    0.16609E+01    0.62294E+07    0.17343E+05
    43    0.14080E+04    0.78033E-01    0.15478E+01    0.62171E+07    0.16975E+05
    44    0.14290E+04    0.84109E-01    0.14244E+01    0.62033E+07    0.16621E+05
    45    0.14504E+04    0.90513E-01    0.12916E+01    0.61879E+07    0.16281E+05
    46    0.14721E+04    0.97253E-01    0.11481E+01    0.61710E+07    0.15953E+05
    47    0.14940E+04    0.10431E+00    0.99291E+00    0.61529E+07    0.15636E+05
    48    0.15160E+04    0.11166E+00    0.82786E+00    0.61336E+07    0.15329E+05
    49    0.15381E+04    0.11927E+00    0.65413E+00    0.61131E+07    0.15031E+05
    50    0.15607E+04    0.12708E+00    0.46614E+00    0.60917E+07    0.14742E+05
    51    0.15835E+04    0.13505E+00    0.25775E+00    0.60693E+07    0.14460E+05
    52    0.16066E+04    0.14330E+00    0.26290E-01    0.60461E+07    0.14185E+05
    53    0.16298E+04    0.15201E+00   -0.22819E+00    0.60220E+07    0.13917E+05
    54    0.16529E+04    0.16119E+00   -0.49768E+00    0.59972E+07    0.13657E+05
    55    0.16763E+04    0.17088E+00   -0.77404E+00    0.59716E+07    0.13403E+05
    56    0.17000E+04    0.18093E+00   -0.10563E+01    0.59453E+07    0.13157E+05
    57    0.17241E+04    0.19123E+00   -0.13457E+01    0.59185E+07    0.12918E+05
    58    0.17485E+04    0.20174E+00   -0.16453E+01    0.58910E+07    0.12686E+05
    59    0.17731E+04    0.21245E+00   -0.19583E+01    0.58630E+07    0.12461E+05
    60    0.17979E+04    0.22337E+00   -0.22862E+01    0.58345E+07    0.12243E+05
    61    0.18231E+04    0.23458E+00   -0.26302E+01    0.58056E+07    0.12032E+05
    62    0.18483E+04    0.24609E+00   -0.29913E+01    0.57762E+07    0.11828E+05
    63    0.18736E+04    0.25789E+00   -0.33702E+01    0.57465E+07    0.11630E+05
    64    0.18992E+04    0.27002E+00   -0.37678E+01    0.57164E+07    0.11437E+05
    65    0.19249E+04    0.28251E+00   -0.41845E+01    0.56860E+07    0.11250E+05
    66    0.19510E+04    0.29530E+00   -0.46179E+01    0.56553E+07    0.11068E+05
    67    0.19772E+04    0.30840E+00   -0.50649E+01    0.56244E+07    0.10890E+05
    68    0.20038E+04    0.32181E+00   -0.55232E+01    0.55933E+07    0.10716E+05
    69    0.20307E+04    0.33548E+00   -0.59906E+01    0.55621E+07    0.10546E+05
    70    0.20580E+04    0.34943E+00   -0.64682E+01    0.55306E+07    0.10379E+05
    71    0.20856E+04    0.36362E+00   -0.69581E+01    0.54991E+07    0.10215E+05
    72    0.21133E+04    0.37805E+00   -0.74620E+01    0.54675E+07    0.10053E+05
    73    0.21412E+04    0.39269E+00   -0.79813E+01    0.54358E+07    0.98948E+04
    74    0.21694E+04    0.40756E+00   -0.85157E+01    0.54040E+07    0.97395E+04
    75    0.21977E+04    0.42267E+00   -0.90644E+01    0.53722E+07    0.95876E+04
    76    0.22262E+04    0.43805E+00   -0.96272E+01    0.53403E+07    0.94393E+04
    77    0.22550E+04    0.45368E+00   -0.10203E+02    0.53084E+07    0.92946E+04
    78    0.22841E+04    0.46956E+00   -0.10793E+02    0.52764E+07    0.91537E+04
    79    0.23135E+04    0.48564E+00   -0.11393E+02    0.52445E+07    0.90169E+04
    80    0.23431E+04    0.50190E+00   -0.12002E+02    0.52125E+07    0.88842E+04
    81    0.23731E+04    0.51829E+00   -0.12621E+02    0.51806E+07    0.87558E+04
    82    0.24033E+04    0.53480E+00   -0.13249E+02    0.51486E+07    0.86315E+04
    83    0.24339E+04    0.55142E+00   -0.13886E+02    0.51167E+07    0.85111E+04
    84    0.24648E+04    0.56813E+00   -0.14530E+02    0.50849E+07    0.83943E+04
    85    0.24958E+04    0.58490E+00   -0.15182E+02    0.50531E+07    0.82808E+04
    86    0.25271E+04    0.60174E+00   -0.15842E+02    0.50214E+07    0.81706E+04
    87    0.25589E+04    0.61860E+00   -0.16508E+02    0.49898E+07    0.80632E+04
    88    0.25907E+04    0.63549E+00   -0.17181E+02    0.49582E+07    0.79585E+04
    89    0.26229E+04    0.65238E+00   -0.17862E+02    0.49268E+07    0.78563E+04
    90    0.26553E+04    0.66924E+00   -0.18547E+02    0.48955E+07    0.77562E+04
    91    0.26879E+04    0.68603E+00   -0.19238E+02    0.48643E+07    0.76582E+04
    92    0.27208E+04    0.70275E+00   -0.19933E+02    0.48333E+07    0.75621E+04
    93    0.27540E+04    0.71940E+00   -0.20633E+02    0.48024E+07    0.74678E+04
    94    0.27873E+04    0.73593E+00   -0.21336E+02    0.47716E+07    0.73754E+04
    95    0.28208E+04    0.75236E+00   -0.22043E+02    0.47410E+07    0.72848E+04
    96    0.28544E+04    0.76866E+00   -0.22753E+02    0.47106E+07    0.71960E+04
    97    0.28885E+04    0.78484E+00   -0.23466E+02    0.46803E+07    0.71089E+04
    98    0.29228E+04    0.80087E+00   -0.24179E+02    0.46501E+07    0.70234E+04
